record_id,record_type,stage_number,stage_name,title,description,relevance,scope,limitations,counterevidence,claim_type,confidence,evidence_weight,source_title,source_author_or_org,source_year,source_url_or_citation,source_type,method_area,related_question,related_capability_or_function,assumption_status,uncertainty_description,risk_level,bias_or_access_issue,ethical_issue,downstream_use,prohibited_overextension,related_record_ids,review_status,revision_trigger,notes
S2-A-SRC-012,source,2,Human Flourishing Model,Measuring What Matters for Child Well-being and Policies,"Child well-being requires multidimensional, child-centred measurement of current lives as well as future outcomes; important international data gaps concern children's own views, relationships, material conditions and inequalities.",child well-being; multidimensionality; measurement,child well-being; multidimensionality; measurement,OECD-country emphasis; indicator availability can drive framework content; official synthesis is not a causal meta-analysis or moral consensus.,Non-OECD contexts and community-specific conceptions may prioritise dimensions or indicators differently.,,High,Anchor,Measuring What Matters for Child Well-being and Policies,OECD,2021,https://doi.org/10.1787/e82fded1-en,official evidence and measurement review,child well-being; multidimensionality; measurement,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not equate measurable indicators with the whole good, aggregate averages with individual experience, or future productivity with child flourishing.",,verified_included,,DOI: 10.1787/e82fded1-en
S2-A-SRC-013,source,2,Human Flourishing Model,Adolescent well-being: A definition and conceptual framework,"WHO/UN partners propose five interconnected domains spanning health and nutrition, connectedness and contribution, safety and support, learning/competence, and agency/resilience, framed by rights and resources.",adolescent well-being; rights; agency; relationships,adolescent well-being; rights; agency; relationships,Consensus framework rather than causal review; broad domains reflect normative and policy choices; operationalisation and cross-cultural validation remain incomplete.,"Alternative models divide or weight domains differently, and resilience language can obscure preventable adversity.",,Moderate,Anchor,Adolescent well-being: A definition and conceptual framework,"Ross, David A.; Hinton, Rachel; Melles-Brewer, Meredith; Engel, Danielle; Zeck, Willibald; Fagan, Laurel; Herat, Jane; Phaladi, Grace; Imbago-Jácome, Daniela; Anyona, Philip; et al.",2020,https://doi.org/10.1016/j.jadohealth.2020.06.042,official multisectoral conceptual framework,adolescent well-being; rights; agency; relationships,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not present the five domains as empirically exhaustive, use resilience to excuse harmful conditions, or reduce rights to subjective satisfaction.",,verified_included,,DOI: 10.1016/j.jadohealth.2020.06.042
S2-A-SRC-014,source,2,Human Flourishing Model,Well-being is more than happiness and life satisfaction: A multidimensional analysis of 21 countries,"Across 21 countries, multidimensional psychosocial functioning added information beyond happiness and life satisfaction, and the structure and distribution of well-being differed across populations.",multidimensional well-being; cross-cultural measurement,multidimensional well-being; cross-cultural measurement,Convenience/online samples in several countries; measurement model choices; cross-sectional self-report; country coverage is not global.,"Some hedonic and eudaimonic measures overlap strongly, and factor structures can shift with instruments and translations.",,Moderate,Supporting,Well-being is more than happiness and life satisfaction: A multidimensional analysis of 21 countries,"Ruggeri, Kai; Garcia-Garzon, Eduardo; Maguire, Áine; Matz, Sandra; Huppert, Felicia A.",2020,https://doi.org/10.1186/s12955-020-01423-y,cross-national primary psychometric study,multidimensional well-being; cross-cultural measurement,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not equate flourishing with happiness, treat one composite score as a complete person, or assume invariant weights across cultures.",,verified_included,,DOI: 10.1186/s12955-020-01423-y
S2-A-SRC-015,source,2,Human Flourishing Model,Different types of well-being? A cross-cultural examination of hedonic and eudaimonic well-being,"Hedonic and eudaimonic well-being measures were highly correlated across samples, suggesting they are distinguishable but substantially overlapping rather than cleanly separate kinds of well-being.",hedonic and eudaimonic well-being; construct overlap,hedonic and eudaimonic well-being; construct overlap,Cross-sectional self-report; limited cultural samples and instruments; high correlation may reflect common method or broad evaluative tone.,"Conceptual and longitudinal work still gives reasons to distinguish feeling good from functioning, meaning and virtue.",,Moderate,Supporting,Different types of well-being? A cross-cultural examination of hedonic and eudaimonic well-being,"Disabato, David J.; Goodman, Fallon R.; Kashdan, Todd B.; Short, Jessica L.; Jarden, Aaron",2016,https://doi.org/10.1037/pas0000209,cross-cultural primary psychometric study,hedonic and eudaimonic well-being; construct overlap,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not claim hedonia and eudaimonia are identical, or count correlated scales as proof that one moral theory is correct.",,verified_included,,DOI: 10.1037/pas0000209
S2-A-SRC-016,source,2,Human Flourishing Model,Eastern conceptions of happiness: Fundamental differences with Western views,"Reviews traditions in which harmony, balance, suffering, social embeddedness and caution toward intense happiness complicate Western emphases on personal positive affect and life satisfaction.",happiness; culture; pluralism,happiness; culture; pluralism,Broad civilisational labels risk internal homogenisation; largely conceptual and interpretive rather than a systematic causal review.,"There is large within-culture variation, cultural change and overlap; no single Eastern or Western conception exists.",,Moderate,Anchor,Eastern conceptions of happiness: Fundamental differences with Western views,"Joshanloo, Mohsen",2014,https://doi.org/10.1007/s10902-013-9431-1,cross-cultural conceptual review,happiness; culture; pluralism,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not essentialise cultures, romanticise suffering, or reject individual agency as merely Western.",,verified_included,,DOI: 10.1007/s10902-013-9431-1
S2-A-SRC-017,source,2,Human Flourishing Model,Analysing wellbeing: A framework for development practice,"Proposes well-being as an interacting process of material, relational and subjective dimensions, challenging individualised accounts and foregrounding power and social context.",relational well-being; material conditions; agency; culture,relational well-being; material conditions; agency; culture,"Conceptual framework informed by development practice, not a meta-analysis; categories require local empirical testing.",Individual subjective experience and personal projects remain important and can be obscured by overly structural accounts.,,Moderate,Supporting,Analysing wellbeing: A framework for development practice,"White, Sarah C.",2010,https://doi.org/10.1080/09614520903564199,conceptual and qualitative synthesis,relational well-being; material conditions; agency; culture,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not collapse persons into communities, presume harmonious relations, or use relationality to legitimate coercive obligation.",,verified_included,,DOI: 10.1080/09614520903564199
S2-A-SRC-018,source,2,Human Flourishing Model,Toward an Expanded Taxonomy of Happiness: A Conceptual Analysis of 16 Distinct Forms of Mental Wellbeing,"Argues that the hedonic/eudaimonic binary is incomplete and Western-centred, identifying additional culturally salient forms of mental well-being and warning against taxonomic closure.",well-being pluralism; taxonomy; culture,well-being pluralism; taxonomy; culture,"Conceptual taxonomy is not evidence that all proposed forms are distinct, universal, measurable or equally valuable.",Parsimony and psychometric work indicate substantial overlap among many well-being constructs.,,Moderate,Supporting,Toward an Expanded Taxonomy of Happiness: A Conceptual Analysis of 16 Distinct Forms of Mental Wellbeing,"Lomas, Tim; VanderWeele, Tyler J.",2023,https://doi.org/10.1177/00221678231155512,cross-cultural conceptual analysis,well-being pluralism; taxonomy; culture,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not adopt 16 forms as an empirical checklist or assume naming a culturally sourced ideal validates it for every person in that culture.,,verified_included,,DOI: 10.1177/00221678231155512
S2-A-SRC-019,source,2,Human Flourishing Model,Rewards of kindness? A meta-analysis of the link between prosociality and well-being,"Prosociality has a modest positive association with well-being overall, with effects varying by type of prosocial act, well-being outcome, age and other moderators.",contribution; prosociality; well-being,contribution; prosociality; well-being,Substantial heterogeneity; many correlational and self-report studies; benefits to actors do not establish benefits to recipients or justice of the act.,"Caregiving burden, coerced helping, exploitation and resource costs can reduce well-being; prosocial intent can produce harmful outcomes.",,Moderate,Anchor,Rewards of kindness? A meta-analysis of the link between prosociality and well-being,"Hui, Bryant P. H.; Ng, Jacky C. K.; Berzaghi, Eleonora; Cunningham-Amos, Lucy A.; Kogan, Aleksandr",2020,https://doi.org/10.1037/bul0000298,meta-analysis,contribution; prosociality; well-being,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not make contribution mandatory, infer moral worth from self-sacrifice, or claim helping always benefits helper or recipient.",,verified_included,,DOI: 10.1037/bul0000298
S2-A-SRC-020,source,2,Human Flourishing Model,Clarifying Eudaimonia and Psychological Functioning to Complement Evaluative and Experiential Well-Being: Why Basic Psychological Needs Should Be Measured in National Accounts of Well-Being,Argues that evaluative and experiential well-being omit aspects of psychological functioning and proposes basic-need satisfaction as a parsimonious complement in population accounts.,eudaimonia; basic needs; public measurement,eudaimonia; basic needs; public measurement,"Normative-conceptual proposal by SDT scholars; measurement feasibility does not establish completeness, causal priority or political neutrality.","Pluralist and relational accounts identify goods, rights, virtue and material conditions not reducible to need-satisfaction reports.",,Moderate,Anchor,Clarifying Eudaimonia and Psychological Functioning to Complement Evaluative and Experiential Well-Being: Why Basic Psychological Needs Should Be Measured in National Accounts of Well-Being,"Martela, Frank; Ryan, Richard M.",2023,https://doi.org/10.1177/17456916221141099,conceptual review and measurement proposal,eudaimonia; basic needs; public measurement,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not treat a national indicator proposal as a complete definition of flourishing or as licence to optimise people to a score.,,verified_included,,DOI: 10.1177/17456916221141099
S2-A-SRC-021,source,2,Human Flourishing Model,"The Benefits of Benevolence: Basic Psychological Needs, Beneficence, and the Enhancement of Well-Being","Across several studies, perceived beneficent impact predicted well-being beyond autonomy, competence and relatedness, suggesting that contributing positively may add explanatory value.",beneficence; contribution; well-being,beneficence; contribution; well-being,Mostly self-report and short-term designs; beneficence construct overlaps with meaning and moral self-evaluation; samples do not establish universality or necessity.,"Meta-analytic prosocial effects are modest and heterogeneous; coercion, burden and harmful helping complicate any contribution ideal.",,Low,Supporting,"The Benefits of Benevolence: Basic Psychological Needs, Beneficence, and the Enhancement of Well-Being","Martela, Frank; Ryan, Richard M.",2016,https://doi.org/10.1111/jopy.12215,multi-study primary research,beneficence; contribution; well-being,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not declare beneficence a universal basic need, demand service, or infer that felt helpfulness proves actual benefit.",,verified_included,,DOI: 10.1111/jopy.12215
S2-A-SRC-022,source,2,Human Flourishing Model,Meaning in life and physical health: Systematic review and meta-analysis,"Meaning in life shows small-to-moderate associations with subjective physical health and health-related outcomes, with stronger and more consistent evidence for some subjective than objective indicators.",meaning; purpose; health; well-being,meaning; purpose; health; well-being,Predominantly adult and correlational evidence; construct and outcome heterogeneity; physical-health association does not define meaning's moral content or adolescent relevance.,"Meaning can organise harmful projects, and imposed purpose or protected values can sustain coercion as well as well-being.",,Moderate,Anchor,Meaning in life and physical health: Systematic review and meta-analysis,"Czekierda, Katarzyna; Banik, Anna; Park, Crystal L.; Luszczynska, Aleksandra",2017,https://doi.org/10.1080/17437199.2017.1327325,systematic review and meta-analysis,meaning; purpose; health; well-being,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not infer one universal purpose, prescribe meaning, or claim meaningfulness guarantees moral value or objective health.",,verified_included,,DOI: 10.1080/17437199.2017.1327325
S2-B-SRC-001,source,2,Human Flourishing Model,From loneliness to social connection: charting a path to healthier societies,"Distinguishes connection structure, function and quality; synthesises global evidence that disconnection is common and associated with health and well-being harms, with adolescents and young adults reporting especially high loneliness.",Social connection; loneliness; global distribution,Social connection; loneliness; global distribution,"Harmonised global estimates remain constrained by uneven country coverage, self-report, construct translation and observational evidence; the report is not adolescent-specific throughout.",Connection dimensions can diverge: frequent contact or large networks do not ensure felt support or relationship quality.,,Moderate,Anchor,From loneliness to social connection: charting a path to healthier societies,World Health Organization Commission on Social Connection,2025,https://www.who.int/publications/i/item/9789240112360,Official global evidence synthesis,Social connection; loneliness; global distribution,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not infer a universal adolescent prevalence for every country, or that any increase in contact improves flourishing.",,verified_included,,
S2-B-SRC-002,source,2,Human Flourishing Model,Social relationships and mortality risk: a meta-analytic review,"Across 148 predominantly adult longitudinal studies, stronger social relationships were associated with higher survival; multidimensional social integration measures were more predictive than living arrangement alone.",General social connection; physical health,General social connection; physical health,Predominantly adult evidence; heterogeneous measures; observational cohorts cannot establish that relationships alone caused survival differences.,"The weakest association was for a simple structural indicator, living alone, showing that proxies are not interchangeable.",,High for adult association; Low for adolescent-specific inference,Anchor,Social relationships and mortality risk: a meta-analytic review,Julianne Holt-Lunstad; Timothy B. Smith; J. Bradley Layton,2010,https://pubmed.ncbi.nlm.nih.gov/20668659/,Meta-analysis,General social connection; physical health,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not transfer mortality effect sizes to adolescents or treat them as evidence for a specific flourishing model.,,verified_included,,DOI: 10.1371/journal.pmed.1000316
S2-B-SRC-003,source,2,Human Flourishing Model,Rapid Systematic Review: The Impact of Social Isolation and Loneliness on the Mental Health of Children and Adolescents in the Context of COVID-19,"Across pre-pandemic and early pandemic evidence, loneliness and social isolation were associated with later depression and anxiety in children and adolescents; duration may matter.",Child and adolescent loneliness; mental health,Child and adolescent loneliness; mental health,"Most included evidence was observational, heterogeneous and self-reported; the rapid-review process used partial double screening; quarantine evidence was indirect for COVID-19.","Isolation and loneliness are distinct, and not every period of solitude is harmful.",,Moderate,Anchor,Rapid Systematic Review: The Impact of Social Isolation and Loneliness on the Mental Health of Children and Adolescents in the Context of COVID-19,Maria Elizabeth Loades et al.,2020,https://doi.org/10.1016/j.jaac.2020.05.009,Rapid systematic review,Child and adolescent loneliness; mental health,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not diagnose mental disorder from loneliness or claim that connection alone prevents or treats depression or anxiety.,,verified_included,,DOI: 10.1016/j.jaac.2020.05.009
S2-B-SRC-004,source,2,Human Flourishing Model,A meta-analytic review of the association between perceived social support and depression in childhood and adolescence,"Across 341 studies and 273,149 participants, perceived social support had a moderate inverse association with depression; evidence favoured a general-benefits association more consistently than universal stress buffering.",Perceived support; youth depression,Perceived support; youth depression,Substantial construct and design heterogeneity; much evidence was cross-sectional; perceived support and depressive symptoms can influence each other.,Stress-buffering was not uniformly supported and source of support mattered.,,High for association; Moderate for mechanism,Anchor,A meta-analytic review of the association between perceived social support and depression in childhood and adolescence,Sandra Yu Rueger; Christine Kerres Malecki; Yoonsun Pyun; Chase Aycock; Samantha Coyle,2016,https://doi.org/10.1037/bul0000058,Meta-analysis,Perceived support; youth depression,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not claim all support sources are equivalent or that support causes recovery from depression.,,verified_included,,DOI: 10.1037/bul0000058
S2-B-SRC-005,source,2,Human Flourishing Model,Relations of friendship experiences with depressive symptoms and loneliness in childhood and adolescence: A meta-analytic review,Positive and negative friendship experiences show distinct associations with depressive symptoms and loneliness; relationship quality matters beyond simply having friends.,Friendship quality; depression; loneliness,Friendship quality; depression; loneliness,"Most studies were correlational and Western; measures, ages and friendship constructs varied; directionality is not uniform.","Some ostensibly close friendship processes, including maladaptive co-rumination, may accompany distress rather than protect against it.",,High for association; Moderate for mechanism,Anchor,Relations of friendship experiences with depressive symptoms and loneliness in childhood and adolescence: A meta-analytic review,Rebecca A. Schwartz-Mette; Jessica Shankman; Aubrey R. Dueweke; Sarah Borowski; Amanda J. Rose,2020,https://pubmed.ncbi.nlm.nih.gov/32406698/,Meta-analysis,Friendship quality; depression; loneliness,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not equate friendship quantity, intimacy or disclosure with uniformly beneficial connection.",,verified_included,,DOI: 10.1037/bul0000239
S2-B-SRC-006,source,2,Human Flourishing Model,"The relationships between school belonging and students' motivational, social-emotional, behavioural, and academic outcomes in secondary education: a meta-analytic review","School belonging was positively associated with motivational, social-emotional, behavioural and academic outcomes in secondary students, with variation across outcomes and studies.",School belonging; adolescent outcomes,School belonging; adolescent outcomes,Predominantly correlational evidence; heterogeneous definitions and measures; school-enrolled samples and publication language constrain transportability.,"Associations do not identify whether belonging causes outcomes, outcomes increase belonging, or both reflect school climate and prior advantage.",,Moderate,Anchor,"The relationships between school belonging and students' motivational, social-emotional, behavioural, and academic outcomes in secondary education: a meta-analytic review",Hester Korpershoek; Esther T. Canrinus; Marjon Fokkens-Bruinsma; Henk de Boer,2020,https://doi.org/10.1080/02671522.2019.1615116,Meta-analysis,School belonging; adolescent outcomes,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,"Do not treat school belonging as a unitary causal lever or substitute it for safety, inclusion or learning quality.",,verified_included,,DOI: 10.1080/02671522.2019.1615116
S2-B-SRC-007,source,2,Human Flourishing Model,Adolescents' experiences of school belonging: a qualitative meta-synthesis,"Adolescent accounts frame belonging through relationships, acceptance, safety, identity, participation and fit rather than mere attendance or institutional membership.",Lived experience of school belonging,Lived experience of school belonging,"Small qualitative evidence base, context dependence and interpretive synthesis limit prevalence or causal claims.",Belonging can be conditional on conformity and may coexist with exclusion or pressure to suppress identity.,,Moderate,Non-decision duplicate,Adolescents' experiences of school belonging: a qualitative meta-synthesis,Holly Craggs; Catherine Kelly,2018,https://doi.org/10.1080/13676261.2018.1477125,Qualitative meta-synthesis,Lived experience of school belonging,What dimensions and conditions support flourishing?,,,,,,,Metadata retained for transparency; do not count as independent evidence.,Do not universalise one school-belonging experience or infer that institutional identification is always healthy.,S2-A-SRC-011,duplicate_nondecision,,DOI: 10.1080/13676261.2018.1477125
S2-B-SRC-008,source,2,Human Flourishing Model,Impact of school-based interventions for building school belonging in adolescence: a systematic review,"Among 22 controlled trials, 14 reported improved belonging; promising approaches often targeted strengths and positive student-student or staff-student interactions.",School belonging interventions,School belonging interventions,"Few interventions intentionally targeted belonging; terminology, measures, intervention components and study quality varied; positive-study counts are not pooled effects.","Eight controlled trials did not report improved belonging, and the review identifies a thin, inconsistent intervention base.",,Moderate-Low for intervention causality,Anchor,Impact of school-based interventions for building school belonging in adolescence: a systematic review,Kelly-Ann Allen; Negar Jamshidi; Emily Berger; Andrea Reupert; Gerald Wurf; Fiona May,2022,https://doi.org/10.1007/s10648-021-09621-w,Systematic review of controlled trials,School belonging interventions,What dimensions and conditions support flourishing?,,,,,,,Stage 2 synthesis only,Do not claim that belonging is readily engineered or that any named approach is established as effective across contexts.,,verified_included,,DOI: 10.1007/s10648-021-09621-w
