record_id,record_type,stage_number,stage_name,title,description,relevance,scope,limitations,counterevidence,claim_type,confidence,evidence_weight,source_title,source_author_or_org,source_year,source_url_or_citation,source_type,method_area,related_question,related_capability_or_function,assumption_status,uncertainty_description,risk_level,bias_or_access_issue,ethical_issue,downstream_use,prohibited_overextension,related_record_ids,review_status,revision_trigger,notes
S4-CLM-006,claim,4,Life Within Future Conditions,Recognition remains scarce despite abundant interaction,AI companions generated media and networked systems may increase interaction while leaving care recognition and credible exit unresolved,Human social pressure,Synthesis from belonging and ambient AI risks,Projection not outcome finding,Stage 2 warns contact is not care or justice,Speculative Projection,Moderate,Supporting,,,,,,belonging,RQ1-RQ5,,adopted,Long term effects of AI companions remain unresolved,moderate,May underweight low social intensity preferences,,Candidate pressure for Stage 5,Do not treat social intensity as flourishing,S1R-PF-04;S2-PF-03;S2-NRM-003;S3-F-010,preliminary_ready_with_cautions,Revisit if companion evidence added,Report finding 6
S4-CLM-007,claim,4,Life Within Future Conditions,Contribution and meaning are destabilised by automation narratives,If AI alters work authorship and visible usefulness people may need credible routes to mattering that do not reduce worth to productivity,Flourishing pressure under work and AI conditions,Normative synthesis with empirical supports,Does not establish one universal meaning route,Stage 2 prohibits usefulness as worth,Normative Judgement / Speculative Projection,Moderate,Supporting,,,,,,meaning and work,RQ2-RQ6,,adopted,Work transformation patterns remain uncertain,moderate,Risk of centring formal labour,,Candidate for Stage 5 and Stage 6,Do not claim paid work is the only route to meaning,S1R-PF-07;S2-PF-05;S2-PF-06;S2-NRM-004;S3-F-003,preliminary_ready_with_cautions,Revise if work crowds out family and community,Report finding 7
S4-CLM-008,claim,4,Life Within Future Conditions,Infrastructure and access shape lived AI futures,Unequal compute devices connectivity institutions language support and governance can produce different AI futures inside the same society,Access and inequality analysis,Synthesis from variation and infrastructure conditions,No distribution forecast,N/A,Empirical Finding / Speculative Projection,Moderate to high,Anchor,,,,,,inequality,RQ3-RQ6,,adopted,Global and low resource adoption patterns unresolved,high,High resource assumptions likely if unchecked,,Candidate pass-forward condition,Do not universalise frontier user experience,S1R-PF-08;S2-PF-01;S3-F-008;S3-F-009;S3-U-008,preliminary_ready_with_cautions,Add targeted sources if final claims need detail,Report finding 8
S4-CLM-009,claim,4,Life Within Future Conditions,Adolescence is a modifier not a separate future,Young people experience AI conditions through developing agency peer status identity formation institutional dependency and uneven protection,Developmental modifier,Synthesis from Stage 1R and Stage 4 guide,Does not establish one maturity timetable,Stage 1R prohibits age based maturity inference,Empirical Finding / Speculative Projection,Moderate,Supporting,,,,,,adolescence,RQ1-RQ6,,adopted,Adolescent evidence remains Western heavy and task limited,moderate,Disconnected learners underrepresented,,Candidate as modifier not invariant,Do not portray adolescents as uniformly reckless or incapable,S1R-PF-09;S1R-PF-10;S2-NRM-005;S3-F-010,preliminary_ready_with_cautions,Later stages must preserve individual variation,Report finding 9
S4-CLM-010,claim,4,Life Within Future Conditions,Recurring pressures are candidates not invariants,Stage 4 identifies recurring pressures around agency verification status belonging competence meaning access and institutions for Stage 5 to test,Controls downstream interpretation,Method synthesis,Does not establish invariance,N/A,Working Assumption,Moderate,Anchor,,,,,,pass-forward,RQ3-RQ6,,adopted,Stage 5 may reject or reclassify pressures,low,,,Draft pass-forward candidates,Do not treat recurring pressures as final functions or capabilities,S4-CLM-001;S4-CLM-009,preliminary_ready_with_cautions,Stage 5 review required,Report conclusion
S4-UNC-001,uncertainty,4,Life Within Future Conditions,Whether supplemental sources are needed,The report checkpoint uses authorised pass-forwards only and may need targeted sources after user review,Determines next execution step,Report review phase,May limit empirical texture,N/A,Uncertainty,Open,N/A,,,,,,method,all RQs,,proposed,Need for sources remains unresolved until review,moderate,,,Guides continuation after report break,Do not silently treat current synthesis as exhaustive,S4-DEC-001,open,User review or audit requests targeted source collection,Open continuation question
S4-RSK-001,risk,4,Life Within Future Conditions,Scenario seduction risk,Lived condition analysis can become overly narrative and look like prediction,Protects stage boundary,All outputs,May reduce vividness if overcorrected,N/A,Risk,N/A,N/A,,,,,,foresight,all RQs,,adopted,,moderate,,,Handled by condition band framing,Do not write future fiction as authority,S4-DEC-003,mitigated,Reopen if report reads as prediction,Red team concern
S4-RSK-002,risk,4,Life Within Future Conditions,Curriculum drift risk,Stage 4 may accidentally derive capabilities or curriculum implications,Protects dependency chain,All outputs,May frustrate readers seeking practical conclusions,N/A,Risk,N/A,N/A,,,,,,stage boundary,all RQs,,adopted,,high,,,Handled by explicit exclusions,Do not derive curriculum before Stage 10,S4-DEC-004,mitigated,Reopen if curriculum advice appears,Red team concern
S4-REV-001,challenge,4,Life Within Future Conditions,Preliminary evidence audit,Evidence Auditor finds report suitable for checkpoint because major claims trace to authorised pass-forwards but final pass-forward must wait,Preliminary quality gate,Report review phase only,Not final stage gate,N/A,Review,N/A,N/A,,,,,,review,all RQs,,adopted,,moderate,,,Supports report review break,Do not mark Stage 4 pass yet,S4-IN-001;S4-IN-002;S4-IN-003,preliminary_ready_with_cautions,Complete full audit after user review,Preliminary review
S4-REV-002,challenge,4,Life Within Future Conditions,Preliminary bias audit,Bias Auditor flags high resource saturation Western family and work assumptions and underrepresented disconnected learners,Preliminary quality gate,Report review phase only,Not final stage gate,N/A,Review,N/A,N/A,,,,,,bias,all RQs,,adopted,,high,High resource and Western assumptions,,Requires visible cautions,Do not universalise modelled conditions,S4-RSK-002;S1R-UNC-010;S3-U-008,preliminary_ready_with_cautions,Consider targeted sources after user review,Preliminary review
S4-REV-003,challenge,4,Life Within Future Conditions,Preliminary adversarial review,Red Team finds the report avoids curriculum design and prediction but must keep condition models from becoming quasi scenarios,Preliminary quality gate,Report review phase only,Not final stage gate,N/A,Review,N/A,N/A,,,,,,red team,all RQs,,adopted,,moderate,,,Supports current break before book phase,Do not convert report models into future fiction before review,S4-RSK-001;S4-RSK-002,preliminary_ready_with_cautions,Re-audit after user revisions,Preliminary review
S4-PF-DRAFT-001,decision,4,Life Within Future Conditions,Draft pass-forward candidate set,Potential Stage 5 inputs are agency mediation verification burden status reconfiguration recognition scarcity competence readability contribution destabilisation access divergence and adolescent modifiers,Structures future pass-forward drafting,Draft only,Not authorised until final review,Stage 5 may reject or revise,Working Assumption,Moderate,Supporting,,,,,,pass-forward,RQ3-RQ6,,proposed,Candidates remain draft until user review and final audit,moderate,,,Draft pass-forward only,Do not treat as authorised Stage 5 input yet,S4-CLM-001;S4-CLM-010,draft,User review required before finalisation,Draft candidates
S4-RESUME-001,decision,4,Life Within Future Conditions,Resume marker at report review break,Stage 4 files have been rebuilt through STAGE_REPORT.md and STAGE_BOOK.md is placeholder only,Enables safe continuation,Report review checkpoint,Final stage gate incomplete,N/A,Design Decision,N/A,N/A,,,,,,resumability,all RQs,,adopted,Awaiting user review,low,,,Prevents accidental book start,Do not begin book output until user approves continuation,S4-DEC-002,active,User approves continuation after report review,Next exact action is await user review of STAGE_REPORT.md
S4-DEC-005,decision,4,Life Within Future Conditions,User approved report checkpoint,User confirmed the Stage 4 report checkpoint and authorised full execution,Allows transition from report break to closure,Post report review,Does not authorise Stage 5,N/A,Design Decision,N/A,N/A,,,,,,workflow,all RQs,,adopted,,low,,,Authorises final Stage 4 execution,Do not treat approval as authority to begin Stage 5,S4-RESUME-001,adopted,Stage 4 completion requires final review,Continuation decision
S4-PF-001,decision,4,Life Within Future Conditions,Final authorised pass forward,Stage 4 pass forward is authorised as pass with cautions and is the sole downstream interface for Stage 5,Controls downstream authority,Final pass forward,Does not establish invariants functions capabilities or curriculum,N/A,Design Decision,Moderate,N/A,,,,,,pass-forward,all RQs,,adopted,Stage 5 may reject or reclassify all candidates,moderate,,,Authorised Stage 5 input,Do not use STAGE_REPORT or STAGE_BOOK as downstream authority,S4-CLM-001;S4-CLM-010,pass_with_cautions,Revise if Stage 5 identifies unsupported convergence,Final pass forward
S4-SUM-001,traceability,4,Life Within Future Conditions,Public summary finalised,Public summary explains Stage 4 without curriculum drift or prediction language,Public communication,Final summary,Condenses nuance and cannot replace pass forward,N/A,Design Decision,N/A,N/A,,,,,,public summary,all RQs,,adopted,,low,,,Reader friendly explanation,Do not use as technical authority,S4-PF-001,ready,Revise if public summary overstates certainty,Final public output
S4-BOOK-001,traceability,4,Life Within Future Conditions,Stage book created,The Mediated Life was created as a reader facing nonfiction companion based on authorised Stage 4 inputs and cautions,Reader facing synthesis,Book output,Not downstream authority and not new evidence,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,,moderate,,,Supports public understanding,Do not treat book prose as pass forward authority,S4-PF-001;S4-REV-FINAL-001,ready,Revise if literary or claim review fails,Final book output
S4-BOOK-LIT-001,challenge,4,Life Within Future Conditions,Independent literary review,The literary review judged the book output approved with minor edits and those edits were resolved,Book quality gate,Reader facing manuscript,Review is editorial not empirical,N/A,Review,N/A,N/A,,,,,,literary review,all RQs,,adopted,,moderate,,,Approves book output as companion,Do not reward length over coherence,S4-BOOK-001,approved_with_minor_edits_resolved,Reopen if manuscript becomes templated or report like,Literary review gate
S4-REV-FINAL-001,challenge,4,Life Within Future Conditions,Final stage review,Final evidence bias adversarial and literary gates record Stage 4 as pass with cautions,Stage gate,All Stage 4 outputs,Cautions remain binding,N/A,Review,N/A,N/A,,,,,,review,all RQs,,adopted,Stage 4 relies on synthesis of upstream pass forwards,moderate,High resource and mediation assumptions remain live,,Authorises closure with cautions,Do not erase unresolved uncertainty,S4-REV-001;S4-REV-002;S4-REV-003,pass_with_cautions,Stage 5 must test candidates rather than inherit them as invariants,Final review
S4-RESUME-002,decision,4,Life Within Future Conditions,Final resume marker,Stage 4 is closed with cautions after final pass forward public summary book output and review,Enables safe continuation to Stage 5,Stage closure,Stage 5 not begun,N/A,Design Decision,N/A,N/A,,,,,,resumability,all RQs,,adopted,Stage 5 acceptance of candidates remains open,low,,,Next stage must use PASS_FORWARD only,Do not begin Stage 5 without separate authorisation,S4-PF-001;S4-REV-FINAL-001,closed_pass_with_cautions,If resuming start with Stage 5 guide and authorised pass forwards,Final continuation marker
S4-BOOK-REJECT-001,challenge,4,Life Within Future Conditions,Previous book scaffold rejected under hardened criteria,The prior STAGE_BOOK was coherent but too compressed report like and insufficiently developed as standalone nonfiction,Book remediation trigger,Book output only,Does not alter authority report or pass forward,N/A,Review,N/A,N/A,,,,,,book output,all RQs,,adopted,Book quality failure not evidence failure,moderate,,,Requires wholesale rewrite,Do not polish failed scaffold,S4-BOOK-001;S4-BOOK-LIT-001,reject_and_rewrite,Reopen if new manuscript becomes report like,Book remediation trigger
S4-BOOK-BRIEF-001,decision,4,Life Within Future Conditions,Book brief gate passed,Book brief approved with mediated life as central public thesis and action evidence status recognition trust access meaning youth and institutions as narrative sequence,Controls book architecture,Book output only,Brief is not downstream authority,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,,low,,,Authorises sample drafting,Do not use book brief as pass forward authority,S4-PF-001;S4-PF-008,pass,Revise if thesis outruns pass forward,Book brief gate
S4-BOOK-SAMPLE-001,decision,4,Life Within Future Conditions,Sample quality gate passed,Opening and representative middle passage passed for voice specificity human stakes narrative propulsion and claim discipline,Controls full manuscript drafting,Book output only,Sample gate is editorial not evidence,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,,low,,,Authorises full manuscript rewrite,Do not draft full manuscript before sample gate in future,S4-BOOK-BRIEF-001,pass,Revise if sample tone returns to report cadence,Sample quality gate
S4-BOOK-CLAIM-002,challenge,4,Life Within Future Conditions,Book claim review passed,Claim Steward found the rebuilt manuscript preserved pressure candidate language uncertainty source scope and prohibited overextensions,Book claim discipline,Book output only,Does not approve downstream authority,N/A,Review,N/A,N/A,,,,,,claim review,all RQs,,adopted,Book remains synthesis from authorised inputs,moderate,,,Approves literary force within claim limits,Do not treat book claims as stronger than PASS_FORWARD,S4-PF-001;S4-PF-008,ready,Reopen if prose is used as authority,Book claim review
S4-BOOK-LIT-002,challenge,4,Life Within Future Conditions,Independent literary review approved rebuilt book,Independent Literary Review Agent approved the rebuilt manuscript as standalone nonfiction after hardened remediation,Book quality gate,Book output only,Review is literary not empirical,N/A,Review,N/A,N/A,,,,,,literary review,all RQs,,adopted,,low,,,Approves reader facing companion,Do not approve future books for length or polish alone,S4-BOOK-SAMPLE-001;S4-BOOK-CLAIM-002,approved,Reopen if manuscript becomes generic or thin,Literary review gate
S4-BOOK-CLU-002,decision,4,Life Within Future Conditions,Clu final book approval passed,Clu approved rebuilt STAGE_BOOK after confirming thesis chapter order strongest passages evidence use limitation and non report quality,Final book approval,Book output only,Does not authorise Stage 5,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,Weakest limitation remains lack of fresh lived experience research,moderate,,,Closes book remediation,Do not begin Stage 5 without separate authorisation,S4-BOOK-LIT-002;S4-BOOK-CLAIM-002,approved,Reopen if user rejects book quality,Clu final book approval
S4-RESUME-003,decision,4,Life Within Future Conditions,Resume marker after book remediation,Stage 4 book output was rebuilt through hardened gates and approved while pass forward remains sole downstream authority,Enables safe continuation,Stage closure,Stage 5 not begun,N/A,Design Decision,N/A,N/A,,,,,,resumability,all RQs,,adopted,Future public export may remove control record,low,,,Next stage must use PASS_FORWARD only,Do not begin Stage 5 without separate authorisation,S4-BOOK-CLU-002;S4-PF-001,closed_pass_with_cautions,If resuming start with Stage 5 guide only after user authorises,Final remediation marker
S4-BOOK-REJECT-002,challenge,4,Life Within Future Conditions,Previous mediated nonfiction book rejected,The Mediated Life did not meet revised user intent for three human centred AI future novellas,Book remediation trigger,Book output only,Does not alter authority report or pass forward,N/A,Review,N/A,N/A,,,,,,book output,all RQs,,adopted,Book quality failure not evidence failure,moderate,,,Requires wholesale scenario novella replacement,Do not polish wrong form,S4-BOOK-CLU-002;S4-PF-001,reject_and_rewrite,Reopen if manuscript becomes essay or report,User remediation trigger
S4-TIME-001,traceability,4,Life Within Future Conditions,Forecast anchor for 2029,2029 is used as an early transition scenario year based on late 2020s forecast anchors and AI capability stress tests,Dates the first novella chapters,Book output only,Scenario setting not prediction,Forecasts are disputed and uncertain,Speculative Projection,Low,Supporting,Kurzweil and Grace and METR and AI 2027 forecast anchors,Multiple,2024-2026,multiple cited in review notes,forecast synthesis,scenario dating,book only,,adopted,Dates remain scenario devices,moderate,High uncertainty in AI timelines,,Supports fiction dating,Do not claim 2029 transition will happen,S3-F-001;S3-F-003;S3-F-004,ready,Reopen if timeline sources materially change,Scenario date anchor
S4-TIME-002,traceability,4,Life Within Future Conditions,Forecast anchor for 2037,2037 is used as system reorganisation scenario year based on labour automation and powerful AI forecast stress tests,Dates the second novella chapters,Book output only,Scenario setting not prediction,Forecasts do not prove occupational automation,Speculative Projection,Low,Supporting,Grace survey and Amodei and Altman forecast anchors,Multiple,2024-2026,multiple cited in review notes,forecast synthesis,scenario dating,book only,,adopted,Dates remain scenario devices,moderate,High uncertainty in adoption and institutional response,,Supports fiction dating,Do not claim 2037 automation will happen,S3-F-003;S3-F-007;S4-PF-002,ready,Reopen if timeline sources materially change,Scenario date anchor
S4-TIME-003,traceability,4,Life Within Future Conditions,Forecast anchor for 2045,2045 is used as mature divergence scenario year based on singularity horizon and broader expert forecast counter anchors,Dates the third novella chapters,Book output only,Scenario setting not prediction,Kurzweil horizon is not consensus and orbital compute remains constrained,Speculative Projection,Low,Supporting,Kurzweil and Grace and orbital compute anchors,Multiple,2024-2026,multiple cited in review notes,forecast synthesis,scenario dating,book only,,adopted,Dates remain scenario devices,high,Radical infrastructure may be overread,,Supports fiction dating,Do not claim singularity or unlimited intelligence,S3-F-004;S3-F-008;TFB-10,ready,Reopen if timeline sources materially change,Scenario date anchor
S4-BOOK-MATRIX-001,decision,4,Life Within Future Conditions,Three timeline novella matrix adopted,Book uses linear AI exponential good and exponential bad timelines across 2029 2037 and 2045,Controls scenario diversity,Book output only,Not a prediction matrix,N/A,Design Decision,N/A,N/A,,,,,,book architecture,all RQs,,adopted,Worlds remain illustrative not authoritative,moderate,,,Creates varied future worlds,Do not treat worlds as forecast probabilities,S4-TIME-001;S4-TIME-002;S4-TIME-003,ready,Reopen if timelines collapse into sameness,Scenario architecture
S4-BOOK-WRITER-A,traceability,4,Life Within Future Conditions,Timeline A writer output integrated,Linear AI progression novella follows Maya Hussain from school to adult work in uneven AI infrastructure,Supports book manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,Character world is illustrative,low,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-001;S4-PF-001,integrated,Revise if character becomes analyst or symbol,Timeline writer A
S4-BOOK-WRITER-B,traceability,4,Life Within Future Conditions,Timeline B writer output integrated,Exponential good novella follows Noor Rahman through partially coordinated intelligence abundance,Supports book manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,Character world is illustrative,low,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-001;S4-PF-006,integrated,Revise if world becomes utopian or source free,Timeline writer B
S4-BOOK-WRITER-C,traceability,4,Life Within Future Conditions,Timeline C writer output integrated,Exponential bad novella follows Leena Iqbal through trust fracture and runaway asymmetry,Supports book manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,Character world is illustrative,moderate,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-001;S4-PF-002;S4-PF-003,integrated,Revise if dystopia becomes prediction,Timeline writer C
S4-BOOK-CLAIM-003,challenge,4,Life Within Future Conditions,Scenario novella claim review passed,Claim Steward found the new novella book preserves scenario setting language and avoids curriculum drift,Book claim discipline,Book output only,Does not approve downstream authority,N/A,Review,N/A,N/A,,,,,,claim review,all RQs,,adopted,Book remains fiction grounded in authorised inputs,moderate,,,Approves narrative within claim limits,Do not treat book scenarios as evidence,S4-PF-001;S4-PF-008;S4-TIME-001;S4-TIME-003,ready,Reopen if prose is used as authority,Scenario claim review
S4-BOOK-LIT-003,challenge,4,Life Within Future Conditions,Independent literary review approved scenario novella book,Literary review judged Three Lives After the Curve as aligned with user intent and ready as reader facing speculative fiction,Book quality gate,Book output only,Review is literary not empirical,N/A,Review,N/A,N/A,,,,,,literary review,all RQs,,adopted,Further expansion could deepen each novella,low,,,Approves reader facing companion,Do not approve future books for polish alone,S4-BOOK-WRITER-A;S4-BOOK-WRITER-B;S4-BOOK-WRITER-C,approved,Reopen if manuscript becomes generic or thin,Literary review gate
S4-BOOK-CLU-003,decision,4,Life Within Future Conditions,Clu final scenario book approval passed,Clu approved the three novella replacement after checking human believability distinct worlds technology fidelity and authority boundary,Final book approval,Book output only,Does not authorise Stage 5,N/A,Design Decision,N/A,N/A,,,,,,book output,all RQs,,adopted,Weakest limitation is compression relative to full novella ambition,moderate,,,Closes scenario book remediation,Do not begin Stage 5 without separate authorisation,S4-BOOK-LIT-003;S4-BOOK-CLAIM-003,approved,Reopen if user rejects book quality,Clu final scenario approval
S4-RESUME-004,decision,4,Life Within Future Conditions,Resume marker after scenario novella remediation,Stage 4 book output is now Three Lives After the Curve with three human centred AI future timelines and pass forward remains sole authority,Enables safe continuation,Stage closure,Stage 5 not begun,N/A,Design Decision,N/A,N/A,,,,,,resumability,all RQs,,adopted,Future expansion could lengthen chapters without changing authority,low,,,Next stage must use PASS_FORWARD only,Do not begin Stage 5 without separate authorisation,S4-BOOK-CLU-003;S4-PF-001,closed_pass_with_cautions,If resuming start with Stage 5 guide only after user authorises,Final scenario remediation marker
S4-WORLD-SRC-001,source,4,Life Within Future Conditions,Kurzweil scenario date anchor,Ray Kurzweil public discussion preserves 2029 and 2045 forecasts as stress test dates,Supports scenario dating only,Book story overview,Not consensus and strongly techno optimistic,Many researchers dispute precise timelines,Speculative Projection,Low,Supporting,Guardian interview on The Singularity Is Nearer,Ray Kurzweil and Guardian,2024,https://www.theguardian.com/technology/article/2024/jun/29/ray-kurzweil-google-ai-the-singularity-is-nearer,forecast commentary,scenario dating,book only,,adopted,Dates remain scenario devices,moderate,Techno optimist bias,,Supports 2029 and 2045 scenario settings,Do not claim AGI or singularity will occur,S4-TIME-001;S4-TIME-003,ready,Reopen if date anchors change materially,Targeted forecast refresh
S4-WORLD-SRC-002,source,4,Life Within Future Conditions,Grace expert survey date anchor,Survey of AI researchers gives milestone forecasts including 2028 markers 2037 occupational automation stress test and 2047 task forecast,Supports scenario dating and uncertainty,Book story overview,Forecasts are uncertain and aggregate expert opinion is not prediction,Wide disagreement in survey,Speculative Projection,Low to moderate,Supporting,Thousands of AI Authors on the Future of AI,Grace et al.,2024,https://arxiv.org/abs/2401.02843,expert survey,scenario dating,book only,,adopted,Forecast uncertainty remains high,moderate,Researcher sample bias possible,,Supports 2029 2037 and 2045 stress test dates,Do not treat survey medians as destiny,S4-TIME-001;S4-TIME-002;S4-TIME-003,ready,Reopen if revised survey materially changes timelines,Targeted forecast refresh
