record_id,record_type,stage_number,stage_name,title,description,relevance,scope,limitations,counterevidence,claim_type,confidence,evidence_weight,source_title,source_author_or_org,source_year,source_url_or_citation,source_type,method_area,related_question,related_capability_or_function,assumption_status,uncertainty_description,risk_level,bias_or_access_issue,ethical_issue,downstream_use,prohibited_overextension,related_record_ids,review_status,revision_trigger,notes
S1R-CLM-011,claim,1R,Human Baseline Reconciliation,Peer and school-belonging modifier,Peer contexts can amplify prosocial or risky local norms; mainly school-based belonging evidence concerns recognition accepted identity and safety while popularity acceptance friendship and identification remain distinct.,Layer two modifier,Adolescent and education-context modifier,Selection and influence are difficult to separate; belonging evidence is correlational and omits many disconnected learners.,Group attachment can support participation or sharpen exclusion; popularity can coexist with low acceptance.,Empirical Finding,Moderate,Supporting,,,,,,cross-component reconciliation,How do peer audiences and institutions modify affiliation?,Peer and school belonging,,, ,,,Stage 2 constraint only,Do not treat peers as uniformly harmful or belonging as causally sufficient or a safeguarding substitute.,S1-CLM-009;S1-CLM-011;S1-CLM-012;S1-CLM-013;S1-UNC-006,approved_with_cautions,Better causal or missing-population evidence changes the modifier.,Classification: adolescent/education-context modifier.
S1R-ASM-001,assumption,1R,Human Baseline Reconciliation,Two-layer integration frame,Stage 1R provisionally separates general human patterns from adolescent and educational-expression modifiers.,Required to reconcile differently scoped component studies,Reconciliation method only,The layers may overlap or conceal mechanisms and are not natural modules.,Alternatives include discipline-based or mechanism-based organisation.,Working Assumption,Moderate,,,,,,,integration method,How should component findings be organised?,Two-layer baseline,provisional,,,,,Stage 1R integration only,Do not present the two layers as a discovered human architecture.,S1B-CLM-001;S1-ASM-004,approved_with_cautions,Review shows the frame creates false convergence or unusable separation.,If wrong Stage 1R must regroup claims before passing.
S1R-ASM-002,assumption,1R,Human Baseline Reconciliation,Recurrence inference rule,Recurrence is compatible with preparedness common demands learning diffusion institutions and artefact and does not itself establish innateness.,Required to prevent origin inflation,All reconciled recurrence claims,The rule does not rank alternatives or prove biology absent.,Discriminating developmental comparative and mechanistic evidence could support stronger bounded origin claims.,Working Assumption,Moderate,,,,,,,inference discipline,What may recurrence establish?,Origin inference,provisional,,,,,Stage 1R and Stage 2 caution,Do not reverse this into cultural determinism.,S1B-CLM-013;S1B-UNC-002,approved_with_cautions,Discriminating evidence establishes a bounded origin account.,If wrong the project may understate genuine preparedness.
S1R-ASM-003,assumption,1R,Human Baseline Reconciliation,Component reviews are sufficient for reconciliation,Reviewed component pass-forwards and linked ledgers are sufficient to draft a provisional reconciliation without new evidence.,Required by Stage 1R boundary,Stage 1R only,Component omissions and differing inclusion strategies may leave gaps.,Return unresolved gaps to Stage 1A or Stage 1B rather than filling them here.,Working Assumption,Moderate,,,,,,,stage method,Are component interfaces sufficient?,Reconciliation adequacy,provisional,,,,,Stage 1R only,Do not interpret absence from a component as disproof.,S1-ASM-003;S1B-UNC-001,approved_with_cautions,Formal review identifies a material claim that cannot be reconciled from authorised records.,If wrong Stage 1R must request component revision.
S1R-DEC-005,decision,1R,Human Baseline Reconciliation,Stage boundary against normative and design derivation,Human-baseline findings constrain but do not define flourishing responsibility justice education purpose capabilities or curriculum.,Required to preserve the research chain,Stage 1R and downstream use,Later stages may seek answers this baseline cannot supply.,Stage 2 performs explicit normative analysis and later stages derive design.,Design Decision,,,,,,,,dependency discipline,What may Stage 1R authorise?,Stage boundary,active,,,,,All downstream stages,Do not treat baseline regularities as educational aims.,S1-ASM-004;S1B-RSK-006,approved_with_cautions,Operating system or authorised stage dependency changes.,Binding stage/dependency decision under the operating system.
S1R-NRM-001,claim,1R,Human Baseline Reconciliation,Coordination is not equivalent to justice,Stage 2 must not infer legitimacy or justice solely from cooperation stability contribution punishment ritual or rank.,Explicit evaluative boundary,Reconciliation and Stage 2 caution,The judgement does not determine a complete theory of justice.,Some consequentialist views may treat welfare or contribution as sufficient proxies.,Normative Judgement,,,,,,,,normative boundary,What evaluative inference is prohibited?,Justice boundary,,,,,,Avoid naturalising extraction or domination,Do not present the boundary as an empirical finding.,S1B-CLM-015;S1B-CLM-014,approved_with_cautions,Stage 2 adopts and justifies an alternative evaluative framework.,Value basis: separate coordination from legitimacy; trade-off: refuses one outcome metric; disagreement is expected.
S1R-NRM-002,claim,1R,Human Baseline Reconciliation,Power and refusal must remain visible,When Stage 2 evaluates rank duty contribution or institutions it should identify beneficiaries costs power and whether refusal is credible.,Explicit review protocol,Stage 2 caution only,A power-first lens can underweight valued coordination or non-power explanations.,Participants may endorse asymmetry or shared obligation and analysts may dispute the lens.,Normative Judgement,,,,,,,,normative boundary,What costs and power relations must remain visible?,Power audit,,,,,,Prevent hidden extraction and naturalisation,Do not assume every asymmetry is illegitimate.,S1B-CLM-014,approved_with_cautions,Formal review finds the protocol distorts rather than clarifies Stage 2 reasoning.,Value basis and trade-off are explicit; not a human-baseline fact.
S1R-UNC-001,uncertainty,1R,Human Baseline Reconciliation,Cultural transportability,Which claims survive broader linguistic ecological institutional class and gender sampling with equivalent constructs?,Central reconciliation uncertainty,All merged findings,Both corpora remain culturally uneven.,,,Open,,,,,,,uncertainty,Which claims transport?,General baseline,,Cross-cultural transportability and construct equivalence remain unresolved.,,cultural and linguistic coverage,,Must remain visible in Stage 2,Do not resolve through country count or rhetorical convergence.,S1-UNC-007;S1B-UNC-001;S1B-UNC-003,approved_with_cautions,New construct-equivalent evidence changes a claim.,
S1R-UNC-002,uncertainty,1R,Human Baseline Reconciliation,Origin and recurrence,How can evidence distinguish preparedness common demands learning diffusion institutions and artefact?,Central reconciliation uncertainty,Recurring patterns,Present evidence underdetermines origin.,,,Open,,,,,,,uncertainty,What explains recurrence?,Origin,,Preparedness versus convergence remains unresolved.,,,,Must remain visible in Stage 2,Do not infer innateness adaptation or absence of biology.,S1B-UNC-002,approved_with_cautions,Discriminating developmental comparative and mechanistic evidence emerges.,
S1R-UNC-003,uncertainty,1R,Human Baseline Reconciliation,Agency pathways,How do autonomy competence prior success opportunity relationships habits and deliberate control interact?,Cross-component uncertainty,Agency and motivation,Constructs are heterogeneous and causal identification is limited.,,,Open,,,,,,,uncertainty,What produces agentic action?,Agency,,Integrated causal pathway remains unresolved.,,Western individualist construct risk,,Must remain visible in Stage 2,Do not install one agency model through synthesis.,S1-UNC-001;S1B-UNC-004,approved_with_cautions,Causal cross-cultural evidence identifies pathways.,
S1R-UNC-004,uncertainty,1R,Human Baseline Reconciliation,Affiliation direction,What determines whether affiliation and boundaries support care indifference exclusion or hostility?,Cross-component uncertainty,Affiliation and belonging,Selection causation local norms and power remain difficult to separate.,,,Open,,,,,,,uncertainty,What gives affiliation its direction?,Affiliation,,Belonging mechanisms and affiliation direction remain unresolved.,,missing disconnected populations,,Must remain visible in Stage 2,Do not treat belonging or categorisation as causally sufficient.,S1-UNC-006;S1B-UNC-005,approved_with_cautions,Causal and culturally broad evidence resolves mechanisms.,
S1R-UNC-005,uncertainty,1R,Human Baseline Reconciliation,Status conversion and hidden power,When does esteem convert into dominance authority inheritance or resource control and how do gendered domestic and less visible systems alter the account?,General baseline uncertainty,Rank and influence,Public and male-visible evidence is overrepresented.,,,Open,,,,,,,uncertainty,How does rank convert and remain hidden?,Status,,Status conversion and hidden systems remain unresolved.,,gender and visibility bias,,Must remain visible in Stage 2,Do not presume rank evidence is gender-neutral or exhaustive.,S1B-UNC-006;S1-UNC-008,approved_with_cautions,Broader evidence changes rank mechanisms or visibility.,
S1R-UNC-006,uncertainty,1R,Human Baseline Reconciliation,Cooperation versus extraction,When do monitoring rules and sanctions sustain mutual benefit rather than protect extraction or retaliation?,General baseline uncertainty,Collective action,Game evidence and selected cases do not determine durable legitimacy.,,,Open,,,,,,,uncertainty,When is coordination mutually beneficial?,Collective action,,Cooperation versus extraction remains unresolved.,,power and institutional bias,,Must remain visible in Stage 2,Do not infer justice from contribution or stability.,S1B-UNC-007,approved_with_cautions,Durable field evidence clarifies power and outcomes.,
S1R-UNC-007,uncertainty,1R,Human Baseline Reconciliation,Meaning endorsement and coercion,How can evidence distinguish endorsed meaning and contribution from obligation under dependence or coercion?,Cross-component uncertainty,Meaning responsibility and contribution,Western meaning measures and unclear voluntariness limit inference.,,,Open,,,,,,,uncertainty,When is commitment endorsed?,Meaning,,Meaning and coercion remain unresolved.,,cultural and power bias,,Must remain visible in Stage 2,Do not infer responsibility purpose or flourishing from compliance or contribution.,S1B-UNC-008;S1-CLM-001;S1-CLM-002;S1-CLM-003,approved_with_cautions,Cross-cultural coercion-sensitive evidence changes inference.,
S1R-UNC-008,uncertainty,1R,Human Baseline Reconciliation,Adolescent and educational specificity,How specific are state social and control effects to KS3-KS4 and where are developmental boundaries?,Layer two uncertainty,Adolescent and education contexts,Age puberty context and task measures are non-equivalent.,,,Open,,,,,,,uncertainty,What is adolescent-specific?,Adolescent development,,Sensitive periods and embodied developmental specificity remain unresolved.,,developmental sampling,,Must remain visible in Stage 2,Do not infer one maturity timetable.,S1-UNC-003;S1-UNC-005,approved_with_cautions,Stronger longitudinal developmental evidence changes boundaries.,
S1R-UNC-009,uncertainty,1R,Human Baseline Reconciliation,Transfer and observation,How should later work distinguish knowledge recognition motivation and deployment without diagnosing from one performance?,Layer two uncertainty,Educational performance,Current evidence cannot partition mechanisms in an individual case.,,,Open,,,,,,,uncertainty,What does one performance show?,Educational interpretation,,Authentic transfer and mechanism attribution remain unresolved.,,assessment and access bias,,Must remain visible in Stage 2,Do not turn interpretive caution into hidden diagnosis.,S1-UNC-002;S1-CLM-015,approved_with_cautions,Valid repeated and context-sensitive evidence clarifies inference.,
S1R-UNC-010,uncertainty,1R,Human Baseline Reconciliation,Intersectional variation,How do disability neurotype language gender poverty culture and institutional access interact?,Cross-component uncertainty,All layers,Existing component evidence does not support a complete interaction model.,,,Open,,,,,,,uncertainty,How do variations interact?,Variation,,Intersectional variation remains unresolved.,,disability language gender poverty and access,,Must remain visible in Stage 2,Do not treat categories as complete profiles or independent variables.,S1-UNC-008;S1B-UNC-001,approved_with_cautions,Intersectional and accessible evidence materially changes claims.,
S1R-RSK-001,risk,1R,Human Baseline Reconciliation,False convergence,Shared language or overlapping constructs may be mistaken for independent corroboration.,Core reconciliation risk,All merged claims,At least five DOI-identical records were identified; overlap among underlying studies or samples inside reviews was not assessed.,,,,,,,,,,risk audit,Is convergence independent?,Traceability,,,high,shared sources and construct overlap,,Formal review,Do not raise confidence merely because both components use similar terms.,S1-SRC-009;S1B-W2-SRC-006;S1-SRC-100;S1B-W8-SRC-018;S1-SRC-101;S1B-W8-SRC-002;S1-SRC-102;S1B-W8-SRC-004;S1-SRC-103;S1B-W8-SRC-024,approved_with_cautions,Audit identifies additional shared samples or constructs.,
S1R-RSK-002,risk,1R,Human Baseline Reconciliation,Normative leakage,Empirical regularities may be converted into flourishing responsibility justice or education-purpose claims.,Critical stage-boundary risk,Stage 2 interface,Stage 1 records do not settle evaluative questions.,,,,,,,,,,risk audit,What may Stage 1R authorise?,Stage boundary,,,critical,,values hidden as evidence,Formal review,Do not pass normative conclusions as human facts.,S1-ASM-004;S1B-CLM-014;S1B-CLM-015,approved_with_cautions,Draft handoff contains a normative claim disguised as empirical.,
S1R-RSK-003,risk,1R,Human Baseline Reconciliation,Deterministic inference,General or group patterns may be used to label individual motive capacity maturity or potential.,High-stakes misuse risk,Layer two and public use,Measurement and context cautions do not eliminate real individual differences.,,,,,,,,,,risk audit,How might findings be misused?,Individual inference,,,critical,disability neurotype demographic and cultural bias,stigma and high-stakes judgement,Formal review,Do not infer an individual future from a group pattern or one performance.,S1-RSK-003;S1B-RSK-001,approved_with_cautions,Review finds insufficient safeguards.,
S1R-RSK-004,risk,1R,Human Baseline Reconciliation,Hierarchy and functionalist legitimation,Recurrence coordination or stability may be treated as necessity merit benefit or legitimacy.,High-stakes social interpretation risk,Rank cooperation meaning and institutions,A power lens can also overcorrect and obscure valued coordination.,,,,,,,,,,risk audit,How might recurrence naturalise power?,Power and justice,,,critical,gender domestic and visibility bias,normalisation of extraction,Formal review,Do not infer ought from recurrence or coordination.,S1B-RSK-002;S1B-RSK-003;S1B-RSK-004,approved_with_cautions,Formal review finds naturalising or one-sided language.,
S1R-RSK-005,risk,1R,Human Baseline Reconciliation,Causal inflation,Associations and analytical frames may be rewritten as causal architectures.,Core evidence risk,All findings,Component reviews contain heterogeneous observational and experimental evidence.,,,,,,,,,,risk audit,Are causal verbs warranted?,Causal discipline,,,high,ecological and institutional confounding,,Formal review,Do not state that culture institutions or context determine action.,S1B-RSK-005;S1-RSK-005,approved_with_cautions,Evidence audit identifies causal wording beyond component support.,
S1R-RSK-006,risk,1R,Human Baseline Reconciliation,Premature downstream authority,Draft reconciliation may be treated as authorising Stage 2 before review.,Dependency risk,Repository and downstream agents,Both components explicitly block independent downstream use.,,,,,,,,,,risk audit,Is Stage 2 authorised?,Dependency control,,,critical,,,Formal review,Do not use draft findings downstream until formal Stage 1R gate passes.,S1B-RSK-006;S1-ASM-004,approved_with_cautions,PASS_FORWARD status changes without a recorded pass decision.,
S1R-DEC-001,decision,1R,Human Baseline Reconciliation,Use only reviewed component interfaces,Reconciliation compares Stage 1A PF-01 through PF-07 and Stage 1B 1B-PF-01 through 1B-PF-13 plus linked ledger records.,Controls evidence scope,Stage 1R,May omit useful unpassed narrative material by design.,,,,,,,,,,method decision,What inputs are authorised?,Input control,,,,,,Stage 1R method,Do not use uncited report prose as new evidence.,S1-DEC-001;S1B-CLM-001,complete,Formal review finds a component record was used outside its pass-forward authority.,
S1R-DEC-002,decision,1R,Human Baseline Reconciliation,Conservative confidence ceiling,Merged findings default to Moderate unless a narrower caution is independently robust; convergence does not automatically increase confidence.,Prevents synthesis inflation,All merged claims,May understate some well-supported component findings.,,,,,,,,,,method decision,How is confidence assigned?,Confidence discipline,,,,,,Stage 1R method,Do not average or add confidence labels.,S1R-RSK-001,complete,Evidence audit supports a different bounded confidence.,
S1R-DEC-003,decision,1R,Human Baseline Reconciliation,Preserve component-specific claims,Absence from one component is not contradiction; cooperation meaning adolescence and transfer remain component-specific where appropriate.,Prevents forced synthesis,All classifications,Component boundaries may leave important cross-domain links untested.,,,,,,,,,,method decision,How is non-overlap handled?,Classification discipline,,,,,,Stage 1R method,Do not invent convergence from silence.,S1R-ASM-003,complete,Review identifies direct component contradiction or overlooked passed counterpart.,
S1R-DEC-004,decision,1R,Human Baseline Reconciliation,Keep Stage 2 blocked,The draft handoff remains unauthorised until evidence claim bias and adversarial reviews are complete.,Protects dependency chain,Stage 1R gate,Delays Stage 2 but prevents authority drift.,,,,,,,,,,gate decision,May Stage 2 begin?,Dependency control,,,,,,All downstream stages,Do not treat review status as pass.,S1R-RSK-006,active,Formal review records pass or pass_with_cautions.,
S1R-TRC-001,traceability,1R,Human Baseline Reconciliation,Embodiment trace,Maps component regulation and state findings to reconciled claim S1R-CLM-001.,Traceability,Reconciliation,No new evidentiary weight is created.,,,,,,,,,,traceability,How does embodiment merge?,Embodied regulation,,,,,,Draft pass-forward,Do not treat mapping as evidence.,S1B-CLM-002;S1B-CLM-003;S1-CLM-010;S1R-CLM-001,approved_with_cautions,Any linked component claim is revised.,
S1R-TRC-002,traceability,1R,Human Baseline Reconciliation,Cognition and agency trace,Maps bounded cognition control motivation knowledge and transfer records to S1R-CLM-002 and S1R-CLM-003.,Traceability,Reconciliation,Constructs overlap but are not identical.,,,,,,,,,,traceability,How do cognition and agency merge?,Cognition and agency,,,,,,Draft pass-forward,Do not claim one causal architecture.,S1B-CLM-004;S1B-CLM-005;S1-CLM-001;S1-CLM-004;S1-CLM-005;S1R-CLM-002;S1R-CLM-003,approved_with_cautions,Any linked component claim is revised.,
S1R-TRC-003,traceability,1R,Human Baseline Reconciliation,Affiliation and status trace,Maps affiliation belonging boundaries and status records to S1R-CLM-004 and S1R-CLM-005.,Traceability,Reconciliation,General and school-specific constructs remain separated.,,,,,,,,,,traceability,How do social claims merge?,Affiliation and rank,,,,,,Draft pass-forward,Do not collapse belonging into status or affiliation into tribalism.,S1B-CLM-006;S1B-CLM-007;S1B-CLM-008;S1-CLM-011;S1-CLM-012;S1-CLM-013;S1-EVD-019;S1R-CLM-004;S1R-CLM-005,approved_with_cautions,Any linked component claim is revised.,
S1R-TRC-004,traceability,1R,Human Baseline Reconciliation,Collective action and meaning trace,Maps Stage 1B cooperation enforcement meaning and commitment records to S1R-CLM-006 and S1R-CLM-007.,Traceability,Reconciliation,These are component-specific rather than convergent findings.,,,,,,,,,,traceability,How are component-specific claims retained?,Collective action and meaning,,,,,,Draft pass-forward,Do not claim Stage 1A corroboration.,S1B-CLM-009;S1B-CLM-010;S1B-CLM-011;S1B-CLM-016;S1R-CLM-006;S1R-CLM-007,approved_with_cautions,Any linked component claim is revised.,
S1R-TRC-005,traceability,1R,Human Baseline Reconciliation,Variation trace,Maps measurement culture opportunity and learner-variation records to S1R-CLM-008.,Traceability,Reconciliation,Shared sources reduce independence.,,,,,,,,,,traceability,How is variation reconciled?,Measurement and variation,,,,,,Draft pass-forward,Do not double-count shared sources.,S1B-CLM-012;S1B-CLM-017;S1-CLM-014;S1-CLM-015;S1R-CLM-008;S1R-RSK-001,approved_with_cautions,Source-independence audit changes.,
S1R-TRC-006,traceability,1R,Human Baseline Reconciliation,Adolescent and education modifier trace,Maps adolescent performance peer and standard-learner records to S1R-CLM-009 through S1R-CLM-011.,Traceability,Layer two,Stage 1B did not test adolescence or educational expression.,,,,,,,,,,traceability,How are modifiers preserved?,Adolescent and education modifiers,,,,,,Draft pass-forward,Do not generalise modifiers to all humans.,S1-CLM-006;S1-CLM-007;S1-CLM-008;S1-CLM-009;S1-CLM-011;S1-CLM-012;S1-CLM-013;S1-CLM-014;S1-CLM-015;S1R-CLM-009;S1R-CLM-010;S1R-CLM-011,approved_with_cautions,Any linked component claim is revised.,
