record_id,record_type,stage_number,stage_name,title,description,relevance,scope,limitations,counterevidence,claim_type,confidence,evidence_weight,source_title,source_author_or_org,source_year,source_url_or_citation,source_type,method_area,related_question,related_capability_or_function,assumption_status,uncertainty_description,risk_level,bias_or_access_issue,ethical_issue,downstream_use,prohibited_overextension,related_record_ids,review_status,revision_trigger,notes
S3-SRC-011,source,3,AI Future Conditions Discovery,Does SWE-Bench-Verified Test Agent Ability or Model Memory?,Benchmark contamination and validity critique for coding-agent evaluation.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Does SWE-Bench-Verified Test Agent Ability or Model Memory?,Prathifkumar et al.,2025,https://arxiv.org/abs/2512.10218,benchmark critique,coding agents,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-012,source,3,AI Future Conditions Discovery,SWE-MERA,Dynamic benchmark intended to reduce contamination in software-engineering agent evaluation.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,SWE-MERA,Adamenko et al.,2025,https://arxiv.org/abs/2507.11059,benchmark paper,coding agents,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-013,source,3,AI Future Conditions Discovery,AlphaEvolve: A Coding Agent for Scientific and Algorithmic Discovery,Coding/evolution system for algorithmic discovery in programmatically evaluable domains.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,AlphaEvolve: A Coding Agent for Scientific and Algorithmic Discovery,Novikov et al. / Google DeepMind,2025,https://arxiv.org/abs/2506.13131,technical report,AI R&D automation,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-014,source,3,AI Future Conditions Discovery,The AI Scientist-v2,Agentic system for automated scientific discovery and paper generation in selected ML domains.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,The AI Scientist-v2,Yamada et al.,2025,https://arxiv.org/abs/2504.08066,research paper,AI R&D automation,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-015,source,3,AI Future Conditions Discovery,A Survey on (M)LLM-Based GUI Agents,"Survey of GUI agents, perception, planning, exploration and interface action.",Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,A Survey on (M)LLM-Based GUI Agents,Tang et al.,2025,https://arxiv.org/abs/2504.13865,survey,generative software,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-016,source,3,AI Future Conditions Discovery,Large Language Model-Brained GUI Agents: A Survey,Survey of LLM-brained GUI agents and evaluation challenges.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Large Language Model-Brained GUI Agents: A Survey,Zhang et al.,2024,https://arxiv.org/abs/2411.18279,survey,generative software,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-017,source,3,AI Future Conditions Discovery,World Robotics 2025 – Industrial Robots,Industrial robot deployment statistics and market evidence.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,World Robotics 2025 – Industrial Robots,International Federation of Robotics,2025,https://ifr.org/img/worldrobotics/Executive_Summary_WR_2025_Industrial_Robots.pdf,industry statistics,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-018,source,3,AI Future Conditions Discovery,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,Large cross-embodiment robot dataset and RT-X model evidence.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,Open X-Embodiment Collaboration,2023,https://arxiv.org/abs/2310.08864,research paper/dataset,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-019,source,3,AI Future Conditions Discovery,RT-2: Vision-Language-Action Models,Research on transferring web-scale vision-language knowledge to robotic control.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,RT-2: Vision-Language-Action Models,Brohan et al.,2023,https://arxiv.org/abs/2307.15818,research paper,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-020,source,3,AI Future Conditions Discovery,OpenVLA,Open vision-language-action model for robotic control.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,OpenVLA,Kim et al.,2024,https://arxiv.org/abs/2406.09246,research paper/model,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-021,source,3,AI Future Conditions Discovery,π0: A Vision-Language-Action Flow Model for General Robot Control,Generalist robot-policy approach for dexterous tasks.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,π0: A Vision-Language-Action Flow Model for General Robot Control,Black et al.,2024,https://arxiv.org/abs/2410.24164,research paper,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-022,source,3,AI Future Conditions Discovery,Octo: An Open-Source Generalist Robot Policy,Open-source generalist robot policy trained on Open X-Embodiment.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Octo: An Open-Source Generalist Robot Policy,Octo Model Team,2024,https://arxiv.org/abs/2405.12213,research paper/model,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-023,source,3,AI Future Conditions Discovery,Embodied AI with Foundation Models for Mobile Service Robots,Systematic review of foundation models in mobile service robotics.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Embodied AI with Foundation Models for Mobile Service Robots,"Lisondra, Benhabib, Nejat",2025,https://arxiv.org/abs/2505.20503,systematic review,robotics,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-024,source,3,AI Future Conditions Discovery,ISO 10218-1/2:2025 Robotics safety standards,Industrial robot safety requirements.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,ISO 10218-1/2:2025 Robotics safety standards,ISO,2025,https://www.iso.org/standard/73933.html,safety standard,robotics safety,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-025,source,3,AI Future Conditions Discovery,AlphaFold 3,Peer-reviewed biomolecular interaction structure prediction model.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,AlphaFold 3,Abramson et al.,2024,https://doi.org/10.1038/s41586-024-07487-w,Nature paper,AI for science,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-026,source,3,AI Future Conditions Discovery,RFdiffusion,Peer-reviewed protein structure/function design with experimental characterization.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,RFdiffusion,Watson et al.,2023,https://doi.org/10.1038/s41586-023-06415-8,Nature paper,AI for science,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-027,source,3,AI Future Conditions Discovery,Scaling deep learning for materials discovery,GNoME materials discovery paper.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Scaling deep learning for materials discovery,Merchant et al.,2023,https://doi.org/10.1038/s41586-023-06735-9,Nature paper,AI for science,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-028,source,3,AI Future Conditions Discovery,An autonomous laboratory for accelerated synthesis of inorganic materials,Automated lab case with later correction caution.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,An autonomous laboratory for accelerated synthesis of inorganic materials,Szymanski et al.,2023/2026,https://doi.org/10.1038/s41586-023-06734-w,Nature paper/correction,automated labs,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-029,source,3,AI Future Conditions Discovery,Data-centric challenges with AI for drug discovery,Review/perspective on drug discovery data and adoption challenges.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Data-centric challenges with AI for drug discovery,Ghislat et al.,2024,https://arxiv.org/abs/2407.05150,review,AI medicine,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-030,source,3,AI Future Conditions Discovery,Artificial Intelligence-Enabled Medical Devices,Regulator list and notes on AI-enabled medical devices.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Artificial Intelligence-Enabled Medical Devices,FDA,2026,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices,regulator database,AI medicine,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-031,source,3,AI Future Conditions Discovery,Ethics and governance of AI for health: guidance on large multi-modal models,Health AI governance guidance.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Ethics and governance of AI for health: guidance on large multi-modal models,WHO,2025,https://www.who.int/publications/i/item/9789240084759,guidance,AI medicine,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-032,source,3,AI Future Conditions Discovery,Deep Generative Models in Engineering Design: A Review,Review of generative models in engineering design.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Deep Generative Models in Engineering Design: A Review,"Regenwetter, Nobari, Ahmed",2021,https://arxiv.org/abs/2110.10863,review,engineering design,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-033,source,3,AI Future Conditions Discovery,Energy and AI,"International report on AI, data centres, electricity and energy-system impacts.",Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Energy and AI,International Energy Agency,2025,https://www.iea.org/reports/energy-and-ai,international report,infrastructure,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-034,source,3,AI Future Conditions Discovery,2024 Report on U.S. Data Center Energy Use,National-lab/government report on U.S. data-centre energy demand.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,2024 Report on U.S. Data Center Energy Use,US DOE / LBNL,2024,https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers,government report,infrastructure,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-035,source,3,AI Future Conditions Discovery,Trends in AI Supercomputers,"Dataset/preprint tracking AI supercomputer performance, cost, power and concentration.",Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Trends in AI Supercomputers,"Pilz, Sanders, Rahman, Heim",2025,https://arxiv.org/abs/2504.16026,dataset/preprint,compute,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-036,source,3,AI Future Conditions Discovery,The Price of Progress: Algorithmic Efficiency and Falling Cost of AI Inference,Study of inference cost and algorithmic efficiency trends.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,The Price of Progress: Algorithmic Efficiency and Falling Cost of AI Inference,Gundlach et al.,2025,https://arxiv.org/abs/2511.23455,preprint,compute efficiency,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-037,source,3,AI Future Conditions Discovery,NIST AI RMF Generative AI Profile,Government profile of generative-AI risks and controls.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,NIST AI RMF Generative AI Profile,NIST,2024,https://doi.org/10.6028/NIST.AI.600-1,government standard,safety governance,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-038,source,3,AI Future Conditions Discovery,EU Artificial Intelligence Act,Risk-based AI law including GPAI obligations.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,EU Artificial Intelligence Act,European Union,2024,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,legislation,governance,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-039,source,3,AI Future Conditions Discovery,Adversarial Misuse of Generative AI,Threat intelligence on current cyber/influence misuse.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Adversarial Misuse of Generative AI,Google Threat Intelligence Group,2025,https://cloud.google.com/blog/topics/threat-intelligence/adversarial-misuse-generative-ai,threat report,cyber misuse,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-040,source,3,AI Future Conditions Discovery,The Operational Risks of AI in Large-Scale Biological Attacks,Policy/red-team research on biosecurity operational risks.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,The Operational Risks of AI in Large-Scale Biological Attacks,RAND,2024,https://doi.org/10.7249/RRA2977-1,policy research,biosecurity,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-041,source,3,AI Future Conditions Discovery,Deepfakes in the 2025 Canadian Election,Empirical study on deepfake presence and reach in election context.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Deepfakes in the 2025 Canadian Election,Livernoche et al.,2025,https://arxiv.org/abs/2512.13915,empirical study,synthetic media,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-042,source,3,AI Future Conditions Discovery,Fit for Purpose? Deepfake Detection in the Real World,Study of deepfake detector fragility in real-world settings.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Fit for Purpose? Deepfake Detection in the Real World,Lin et al.,2025,https://arxiv.org/abs/2510.16556,evaluation study,synthetic media,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-043,source,3,AI Future Conditions Discovery,Teens flock to companion bots despite risks,Survey reporting on youth AI companion use.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Teens flock to companion bots despite risks,Axios / Common Sense Media reporting,2025,https://www.axios.com/2025/07/16/ai-bot-companions-teens-common-sense-media,survey reporting,AI companions,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-044,source,3,AI Future Conditions Discovery,Principles of Safe AI Companions for Youth,Qualitative HCI/youth safety study.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Principles of Safe AI Companions for Youth,Yu et al.,2025,https://arxiv.org/abs/2510.11185,HCI study,AI companions,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-045,source,3,AI Future Conditions Discovery,UNESCO neurotechnology ethics work,International ethics/policy work on neural data and neurotechnology.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,UNESCO neurotechnology ethics work,UNESCO,2023,https://unesdoc.unesco.org/ark:/48223/pf0000383559,policy/ethics report,neurotechnology,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-046,source,3,AI Future Conditions Discovery,Empowering Edge Intelligence,Technical survey of on-device AI and edge intelligence.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,Empowering Edge Intelligence,Wang et al.,2025,https://arxiv.org/abs/2503.06027,technical survey,edge AI,RQ1-RQ7,,,,,,,,,,accepted,,
S3-SRC-047,source,3,AI Future Conditions Discovery,On the Societal Impact of Open Foundation Models,Research paper on open foundation model benefits and risks.,Supports Stage 3 technical trajectory mapping.,Adaptive technical AI futures review,Source must be used within domain scope; fast-moving evidence may date.,,,,Source-backed rapid review,On the Societal Impact of Open Foundation Models,Kapoor et al.,2024,https://arxiv.org/abs/2403.07918,policy research,open models,RQ1-RQ7,,,,,,,,,,accepted,,
S3-CLM-001,claim,3,AI Future Conditions Discovery,"Foundation models are becoming multimodal, tool-using and agentic","Frontier AI evidence supports a shift from chatbot-like systems toward systems with multimodal inputs/outputs, tools, memory and more agent-like operation.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not infer AGI or reliable autonomy.,S3-SRC-001;S3-SRC-002;S3-SRC-006;S3-SRC-007,approved_with_cautions,,
S3-CLM-002,claim,3,AI Future Conditions Discovery,Inference-time compute and scaffolding are capability levers,"Search, verification, tool use, budget forcing and other test-time methods can improve some reasoning/coding outcomes with cost and latency tradeoffs.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not treat thinking longer as universally better.,S3-SRC-007;S3-SRC-008;S3-SRC-009;S3-SRC-036,approved_with_cautions,,
S3-CLM-003,claim,3,AI Future Conditions Discovery,Coding agents and AI R&D automation are improving in bounded evaluable settings,"Software and research-engineering tasks show meaningful progress, especially where correctness can be tested.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not claim replacement of engineers or open-ended research autonomy.,S3-SRC-004;S3-SRC-005;S3-SRC-011;S3-SRC-012;S3-SRC-013;S3-SRC-014,approved_with_cautions,,
S3-CLM-004,claim,3,AI Future Conditions Discovery,Recursive self-improvement is not established,"AlphaEvolve and AI Scientist-like systems show bounded loops under fixed models, scaffolds and evaluators, not general open-ended recursive self-improvement.",,Adaptive technical AI futures review,,,Uncertainty,N/A,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not present recursive self-improvement as demonstrated.,S3-SRC-013;S3-SRC-014,approved_with_cautions,,
S3-CLM-005,claim,3,AI Future Conditions Discovery,Generative software and GUI agents may make software more dynamic,"GUI agents and natural-language software generation can operate and create digital workflows, but verification, security and maintainability remain central bottlenecks.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not claim software complexity disappears.,S3-SRC-015;S3-SRC-016,approved_with_cautions,,
S3-CLM-006,claim,3,AI Future Conditions Discovery,Robotics foundation models are progressing under bounded conditions,"Cross-embodiment datasets, VLA models and generalist policies show progress toward flexible robot control.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not infer general-purpose robots from lab results.,S3-SRC-018;S3-SRC-019;S3-SRC-020;S3-SRC-021;S3-SRC-022;S3-SRC-023,approved_with_cautions,,
S3-CLM-007,claim,3,AI Future Conditions Discovery,Robotics deployment remains physically bottlenecked,"Industrial robots are deployed at scale, but general embodied AI is constrained by dexterity, data, safety, integration cost, uptime and long-tail environments.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not assume robotics follows software timelines.,S3-SRC-017;S3-SRC-023;S3-SRC-024,approved_with_cautions,,
S3-CLM-008,claim,3,AI Future Conditions Discovery,AI is materially useful in selected science domains,"Protein structure, protein design and materials screening show concrete AI gains where data and validation targets are comparatively strong.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not claim AI has solved science.,S3-SRC-025;S3-SRC-026;S3-SRC-027,approved_with_cautions,,
S3-CLM-009,claim,3,AI Future Conditions Discovery,Discovery acceleration is not validated real-world impact,"Scientific, medical and engineering AI can accelerate substeps, but experiments, trials, toxicity, manufacturing, regulation and deployment remain bottlenecks.",,Adaptive technical AI futures review,,,Empirical Finding,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not treat generated candidates as therapies/products.,S3-SRC-028;S3-SRC-029;S3-SRC-030;S3-SRC-031;S3-SRC-032,approved_with_cautions,,
S3-CLM-010,claim,3,AI Future Conditions Discovery,Automated labs are promising but narrow and correction-prone,Automated prediction-synthesis-characterisation loops can accelerate selected workflows but remain narrow and need independent reproduction.,,Adaptive technical AI futures review,,,Empirical Finding,Low to moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not claim automated labs can conduct open-ended science.,S3-SRC-028,approved_with_cautions,,
S3-CLM-011,claim,3,AI Future Conditions Discovery,AI is infrastructure-constrained,"Compute, chips, memory, networking, data centres, electricity, water and capital shape AI deployment.",,Adaptive technical AI futures review,,,Empirical Finding,High to moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not treat compute growth as destiny or constraints as fatal.,S3-SRC-033;S3-SRC-034;S3-SRC-035;S3-SRC-036,approved_with_cautions,,
S3-CLM-012,claim,3,AI Future Conditions Discovery,Open-weight and edge AI may diversify capability,Open foundation models and edge intelligence can decentralise access and control while complicating monitoring and governance.,,Adaptive technical AI futures review,,,Speculative Projection,Moderate,Source-backed rapid review,,,,,,technical synthesis,RQ1-RQ7,,,,,,,Authorised for Stage 4 technical condition modelling only.,Do not treat open AI as simply safe or unsafe.,S3-SRC-046;S3-SRC-047,approved_with_cautions,,
